order_id,payment_id,category,ground_truth_label,ground_truth_reason
ORD00239,PAY00239,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00240,PAY00240,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00241,PAY00241,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00242,PAY00242,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00243,PAY00243,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00244,PAY00244,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00245,PAY00245,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00246,PAY00246,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹11013.23 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00247,PAY00247,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00248,PAY00248,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00249,PAY00249,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00250,PAY00250,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00251,PAY00251,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00252,PAY00252,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00253,PAY00253,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00254,PAY00254,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00255,PAY00255,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00256,PAY00256,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00257,PAY00257,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00258,PAY00258,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00259,PAY00259,refund_match,MATCHED_AFTER_REFUND,₹3534.5 refunded (50%); settlement reflects fee on net amount.
ORD00260,PAY00260,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00261,PAY00261,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹414.45 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00262,PAY00262,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00263,PAY00263,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY93960, not PAY00263 — likely a data entry error."
ORD00264,PAY00264,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00265,PAY00265,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00266,PAY00266,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00267,PAY00267,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00268,PAY00268,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY98281, not PAY00268 — likely a data entry error."
ORD00269,PAY00269,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00270,PAY00270,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00271,PAY00271,refund_match,MATCHED_AFTER_REFUND,₹14365.0 refunded (50%); settlement reflects fee on net amount.
ORD00272,PAY00272,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00273,PAY00273,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00274,PAY00274,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00275,PAY00275,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00276,PAY00276,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00277,PAY00277,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00278,PAY00278,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00279,PAY00279,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00280,PAY00280,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00281,PAY00281,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00282,PAY00282,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00283,PAY00283,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00284,PAY00284,refund_match,MATCHED_AFTER_REFUND,₹11755.0 refunded (100%); settlement reflects fee on net amount.
ORD00285,PAY00285,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00286,PAY00286,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00287,PAY00287,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00288,PAY00288,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00289,PAY00289,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00290,PAY00290,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00291,PAY00291,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00292,PAY00292,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00293,PAY00293,refund_match,MATCHED_AFTER_REFUND,₹6831.25 refunded (25%); settlement reflects fee on net amount.
ORD00294,PAY00294,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00295,PAY00295,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00296,PAY00296,refund_match,MATCHED_AFTER_REFUND,₹9650.0 refunded (100%); settlement reflects fee on net amount.
ORD00297,PAY00297,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00298,PAY00298,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00299,PAY00299,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00300,PAY00300,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00301,PAY00301,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00302,PAY00302,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00303,PAY00303,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00304,PAY00304,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00305,PAY00305,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00306,PAY00306,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00307,PAY00307,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00308,PAY00308,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00309,PAY00309,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00310,PAY00310,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00311,PAY00311,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00312,PAY00312,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00313,PAY00313,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00314,PAY00314,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00315,PAY00315,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00316,PAY00316,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00317,PAY00317,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00318,PAY00318,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00319,PAY00319,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00320,PAY00320,refund_match,MATCHED_AFTER_REFUND,₹1257.5 refunded (50%); settlement reflects fee on net amount.
ORD00321,PAY00321,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹311.1 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00322,PAY00322,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹6132.13 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00323,PAY00323,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00324,PAY00324,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00325,PAY00325,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00326,PAY00326,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00327,PAY00327,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00328,PAY00328,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00329,PAY00329,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00330,PAY00330,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00331,PAY00331,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00332,PAY00332,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00333,PAY00333,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00334,PAY00334,refund_match,MATCHED_AFTER_REFUND,₹1245.0 refunded (50%); settlement reflects fee on net amount.
ORD00335,PAY00335,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00336,PAY00336,refund_match,MATCHED_AFTER_REFUND,₹9510.0 refunded (100%); settlement reflects fee on net amount.
ORD00337,PAY00337,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00338,PAY00338,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00339,PAY00339,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00340,PAY00340,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00341,PAY00341,refund_match,MATCHED_AFTER_REFUND,₹1999.0 refunded (100%); settlement reflects fee on net amount.
ORD00342,PAY00342,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY99794, not PAY00342 — likely a data entry error."
ORD00343,PAY00343,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00344,PAY00344,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00345,PAY00345,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00346,PAY00346,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹6169.82 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00347,PAY00347,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00348,PAY00348,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00349,PAY00349,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00350,PAY00350,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00351,PAY00351,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00352,PAY00352,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00353,PAY00353,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00354,PAY00354,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY97369, not PAY00354 — likely a data entry error."
ORD00355,PAY00355,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00356,PAY00356,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹2079.81 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00357,PAY00357,refund_match,MATCHED_AFTER_REFUND,₹12129.75 refunded (25%); settlement reflects fee on net amount.
ORD00358,PAY00358,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00359,PAY00359,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00360,PAY00360,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00361,PAY00361,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00362,PAY00362,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00363,PAY00363,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00364,PAY00364,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00365,PAY00365,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00366,PAY00366,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00367,PAY00367,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00368,PAY00368,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00369,PAY00369,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00370,PAY00370,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00371,PAY00371,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00372,PAY00372,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00373,PAY00373,refund_match,MATCHED_AFTER_REFUND,₹482.25 refunded (25%); settlement reflects fee on net amount.
ORD00374,PAY00374,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00375,PAY00375,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00376,PAY00376,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00377,PAY00377,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00378,PAY00378,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00379,PAY00379,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00380,PAY00380,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00381,PAY00381,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00382,PAY00382,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00383,PAY00383,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00384,PAY00384,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00385,PAY00385,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00386,PAY00386,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY90762, not PAY00386 — likely a data entry error."
ORD00387,PAY00387,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00388,PAY00388,refund_match,MATCHED_AFTER_REFUND,₹142.5 refunded (25%); settlement reflects fee on net amount.
ORD00389,PAY00389,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00390,PAY00390,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00391,PAY00391,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00392,PAY00392,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00393,PAY00393,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00394,PAY00394,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00395,PAY00395,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00396,PAY00396,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹11764.44 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00397,PAY00397,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00398,PAY00398,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00399,PAY00399,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00400,PAY00400,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00401,PAY00401,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY90430, not PAY00401 — likely a data entry error."
ORD00402,PAY00402,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00403,PAY00403,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00404,PAY00404,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00405,PAY00405,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00406,PAY00406,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00407,PAY00407,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00408,PAY00408,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00409,PAY00409,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00410,PAY00410,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹519.36 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00411,PAY00411,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY95253, not PAY00411 — likely a data entry error."
ORD00412,PAY00412,refund_match,MATCHED_AFTER_REFUND,₹4882.5 refunded (50%); settlement reflects fee on net amount.
ORD00413,PAY00413,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00414,PAY00414,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00415,PAY00415,refund_match,MATCHED_AFTER_REFUND,₹154.75 refunded (25%); settlement reflects fee on net amount.
ORD00416,PAY00416,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00417,PAY00417,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY93965, not PAY00417 — likely a data entry error."
ORD00418,PAY00418,refund_match,MATCHED_AFTER_REFUND,₹5026.25 refunded (25%); settlement reflects fee on net amount.
ORD00419,PAY00419,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00420,PAY00420,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00421,PAY00421,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00422,PAY00422,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00423,PAY00423,refund_match,MATCHED_AFTER_REFUND,₹6454.5 refunded (50%); settlement reflects fee on net amount.
ORD00424,PAY00424,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00425,PAY00425,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00426,PAY00426,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00427,PAY00427,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00428,PAY00428,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00429,PAY00429,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00430,PAY00430,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00431,PAY00431,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00432,PAY00432,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00433,PAY00433,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00434,PAY00434,refund_match,MATCHED_AFTER_REFUND,₹6590.0 refunded (100%); settlement reflects fee on net amount.
ORD00435,PAY00435,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00436,PAY00436,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00437,PAY00437,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00438,PAY00438,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00439,PAY00439,refund_match,MATCHED_AFTER_REFUND,₹5759.0 refunded (100%); settlement reflects fee on net amount.
ORD00440,PAY00440,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00441,PAY00441,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00442,PAY00442,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00443,PAY00443,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 3 day(s) after payment."
ORD00444,PAY00444,broken_reference,UNRESOLVED_BROKEN_REFERENCE,"A settlement of the right amount exists but references PAY96931, not PAY00444 — likely a data entry error."
ORD00445,PAY00445,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00446,PAY00446,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00447,PAY00447,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00448,PAY00448,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00449,PAY00449,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00450,PAY00450,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00451,PAY00451,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00452,PAY00452,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00453,PAY00453,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00454,PAY00454,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00455,PAY00455,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00456,PAY00456,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00457,PAY00457,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00458,PAY00458,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00459,PAY00459,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00460,PAY00460,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00461,PAY00461,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00462,PAY00462,refund_match,MATCHED_AFTER_REFUND,₹6882.25 refunded (25%); settlement reflects fee on net amount.
ORD00463,PAY00463,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00464,PAY00464,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00465,PAY00465,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00466,PAY00466,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00467,PAY00467,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00468,PAY00468,amount_mismatch,UNRESOLVED_AMOUNT_MISMATCH,"Settlement is ₹281.37 short of the fee-adjusted expected amount, with no matching refund or adjustment record."
ORD00469,PAY00469,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 1 day(s) after payment."
ORD00470,PAY00470,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00471,PAY00471,exact_match,MATCHED_EXACT,"Settlement equals order amount minus standard 2% gateway fee, same-day."
ORD00472,PAY00472,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00473,PAY00473,delayed_match,MATCHED_DELAYED,"Correct fee-adjusted amount, settled 2 day(s) after payment."
ORD00474,PAY00474,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
ORD00475,PAY00475,failed_payment,NOT_A_MISMATCH,Payment failed; no settlement is expected.
ORD00476,PAY00476,missing_settlement,UNRESOLVED_MISSING_SETTLEMENT,Payment was captured but no settlement record arrived within the expected window.
